Район,Адреса,Телефони,Сайт суду,Назва суду,email,Розклад,Тип суду,Місто,Сторінка суду,Область
Михайлівський,"72002, смт Михайлівка, вул. Артезіанська, 6-а","(0232)-2-02-10, 2-16-22",http://mh.zp.court.gov.ua,Михайлівський районний суд Запорізької області,inbox@mh.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://mh.zp.court.gov.ua/sud0816/,Запорізька
Новомиколаївський,"70100, смт Новомиколаївка, вул. Горького, 11",(06144) 9-18-05,http://nm.zp.court.gov.ua,Новомиколаївський районний суд Запорізької області,inbox@nm.zp.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://nm.zp.court.gov.ua/sud0817/,Запорізька
Оріхівський,"70500, м. Оріхів, вул. Першотравнева, 23",(06141) 4-36-23,http://or.zp.court.gov.ua,Оріхівський районний суд Запорізької області,inbox@or.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://or.zp.court.gov.ua/sud0819/,Запорізька
Пологівський,"70600, м. Пологи, вул. М.Горького 28",(06165) 2-28-11,http://pl.zp.court.gov.ua,Пологівський районний суд Запорізької області,inbox@pl.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://pl.zp.court.gov.ua/sud0820/,Запорізька
Приазовський,"72401 Запорізька область смт.Приазовське вул.Пушкіна, 5",(06133)2-21-60 (06133)2-22-77,http://paz.zp.court.gov.ua,Приазовський районний суд Запорізької області,inbox@paz.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://paz.zp.court.gov.ua/sud0821/,Запорізька
Приморський,"72100, м. Приморськ, вул. Поштова, 6",(0237) 7-22-30,http://pm.zp.court.gov.ua,Приморський районний суд Запорізької області,inbox@pm.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 13:00 до 13:45,Районний суд,,http://pm.zp.court.gov.ua/sud0822/,Запорізька
Розівський,"70301, смт Розівка, вул. Новобудова, 23","(06162) 9-73-02, 9-71-31",http://rz.zp.court.gov.ua,Розівський районний суд Запорізької області,inbox@rz.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://rz.zp.court.gov.ua/sud0823/,Запорізька
Токмацький,"71701, Запорізька область, м. Токмак, вул. Леніна, 28",(06178) 2-31-81 канцелярія (06178) 2-22-89 факс,http://tm.zp.court.gov.ua,Токмацький районний суд Запорізької області,inbox@tm.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://tm.zp.court.gov.ua/sud0824/,Запорізька
Чернігівський,"71202, смт Чернігівка, вул. Леніна, 391","(06140) 9-18-88 (факс), (06140) 9-10-16 (канцелярія суду)",http://cr.zp.court.gov.ua,Чернігівський районний суд Запорізької області,inbox@cr.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://cr.zp.court.gov.ua/sud0826/,Запорізька
Якимівський,"72503, смт Якимівка, вул. Пушкіна, 25",(06131) 9-16-67,http://yk.zp.court.gov.ua,Якимівський районний суд Запорізької області,inbox@yk.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://yk.zp.court.gov.ua/sud0828/,Запорізька
Бобринецький,"27200, Кіровоградська область, м. Бобринець, вул. Леніна, 80",(05257) 3-45-28; 3-43-44.,http://bb.kr.court.gov.ua,Бобринецький районний суд Кіровоградської області,inbox@bb.kr.court.gov.ua,Пн-Чт з 07:45 до 17:00 Пт з 07:45 до 15:45 Перерва з 12:00 до 13:00,Районний суд,,http://bb.kr.court.gov.ua/sud1101/,Кіровоградська
Вільшанський,"26600, смт Вільшанка, вул. Лагонди, 5.","0(5250) 9-70-60, 9-76-24.",http://vl.kr.court.gov.ua,Вільшанський районний суд Кіровоградської області,inbox@vl.kr.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний суд,,http://vl.kr.court.gov.ua/sud1102/,Кіровоградська
Гайворонський,"26300, м. Гайворон, вул. Воровського, 3",0(5254) 2-36-83; 2-18-35; 2-15-90.,http://gv.kr.court.gov.ua,Гайворонський районний суд Кіровоградської області,inbox@gv.kr.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://gv.kr.court.gov.ua/sud1103/,Кіровоградська
Голованівський,"26500, смт Голованівськ, вул. Леніна, 18",(05252) 2-11-82; 2-22-56.,http://gl.kr.court.gov.ua,Голованівський районний суд Кіровоградської області,inbox@gl.kr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://gl.kr.court.gov.ua/sud1104/,Кіровоградська
Добровеличківський,"27000, смт Добровеличківка, вул. Леніна, 119",0(5253) 5-12-75; 5-13-68; 5-13-67; 5-10-49,http://dv.kr.court.gov.ua,Добровеличківський районний суд Кіровоградської області,inbox@dv.kr.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://dv.kr.court.gov.ua/sud1105/,Кіровоградська
Долинський,"28500, м. Долинська, вул. Нова, 110",0(5234) 5-00-19; 5-25-66; 5-02-76.,http://dl.kr.court.gov.ua,Долинський районний суд Кіровоградської області,inbox@dl.kr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://dl.kr.court.gov.ua/sud1106/,Кіровоградська
Кіровоградський,"25014, м. Кіровоград, вул. Кільцева, 34-а",(0522) 56-18-24,http://kd.kr.court.gov.ua,Меню,inbox@kd.kr.court.gov.ua,Пн-Чт з 09:00 до 17:30 Пт з 09:00 до 17:30 Перерва з 13:00 до 13:30,Районний суд,,http://kd.kr.court.gov.ua/sud1108/,Кіровоградська
Компаніївський,"28400, смт Компаніївка, вул. Калініна, 21",Канцелярія (05240) 2-04-55; 2-02-77.,http://km.kr.court.gov.ua,Компаніївський районний суд Кіровоградської області,inbox@km.kr.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний суд,,http://km.kr.court.gov.ua/sud1110/,Кіровоградська
Маловисківський,"26200 м. Мала Виска, вул. Леніна, 53",0 (258) 5-27-62(факс); 5-33-33; 5-10-44,http://mv.kr.court.gov.ua,Меню,inbox@mv.kr.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:30 до 16:15 Перерва з 13:00 до 13:45,Районний суд,,http://mv.kr.court.gov.ua/sud1112/,Кіровоградська
Новгородківський,"28200, смт Новгородка, вул. Дзержинського, 126",(05241) 2-02-53; Канцелярія - (05241)-2-03-56 (тел/факс) Skype: kants_ng_kr_court_gov_ua,http://ng.kr.court.gov.ua,Новгородківський районний суд Кіровоградської області,inbox@ng.kr.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://ng.kr.court.gov.ua/sud1113/,Кіровоградська
Новоархангельський,"26100, смт Новоархангельськ, вул. Слави, 26",0 (5255) 2-19-38; 2-18-42.,http://na.kr.court.gov.ua,Новоархангельський районний суд Кіровоградської області,inbox@na.kr.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:30 до 16:30 Перерва з 13:00 до 13:45,Районний суд,,http://na.kr.court.gov.ua/sud1114/,Кіровоградська
Новомиргородський,"26000, м. Новомиргород, вул. Леніна 157",(05256) 4-15-20; 4-16-92,http://nm.kr.court.gov.ua,Новомиргородський районний суд Кіровоградської області,inbox@nm.kr.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:15 Перерва з 12:00 до 13:00,Районний суд,,http://nm.kr.court.gov.ua/sud1115/,Кіровоградська
Новоукраїнський,"27100, м. Новоукраїнка, вул. Леніна, 34",0(5251) 2-15-44; 2-19-41,http://nu.kr.court.gov.ua,Новоукраїнський районний суд Кіровоградської області,inbox@nu.kr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://nu.kr.court.gov.ua/sud1116/,Кіровоградська
Олександрівський,"27300, смт Олександрівка, вул. Радянська, 21",0 (5242) 3-22-08;3-27-63.,http://ol.kr.court.gov.ua,Олександрівський районний суд Кіровоградської області,inbox@ol.kr.court.gov.ua,Пн-Чт з 09:00 до 18:12 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://ol.kr.court.gov.ua/sud1117/,Кіровоградська
Онуфріївський,"Тимчасово суд знаходится за адресою: 28100, смт Онуфріївка, вул. Назаренка, 10",0(5238) 2-02-40.,http://on.kr.court.gov.ua,Онуфріївський районний суд Кіровоградської області,inbox@on.kr.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://on.kr.court.gov.ua/sud1119/,Кіровоградська
Петрівський,"28300, смт. Петрове, вул. Ілліча, 34",Тел/факс: 0 (5237) 9-62-65,http://pt.kr.court.gov.ua,Петрівський районний суд Кіровоградської області,inbox@pt.kr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://pt.kr.court.gov.ua/sud1120/,Кіровоградська
Ульяновський,"26400, м. Ульяновка, вул. Леніна, 70","0(5259) 2-12-44; 2-27-83, 2-24-81.",http://ul.kr.court.gov.ua,Ульяновський районний суд Кіровоградської області,inbox@ul.kr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://ul.kr.court.gov.ua/sud1122/,Кіровоградська
